Feature	Gain	Cover	Frequency	pos
rf_019_005	0.0373852858955312	0.00119199591455271	0.000725135485840776	1
rf_036_018	0.0245012970314886	0.00192189754644082	0.00137394092054042	2
rf_040_012	0.023509071216411	0.00476604734256019	0.00335852225020991	3
edad	0.0195063177086269	0.0104491337772779	0.00831997557438364	4
frecuencia_respiratoria	0.0165321948615617	0.00908239282262005	0.00896878100908328	5
rf_022_011	0.0149926435593807	0.000376419762490331	0.000228990153423403	6
ldh	0.0140241241268357	0.0102154353729777	0.0108007022364705	7
canarito14	0.0136291576339118	0.00770835344743277	0.00919777116250668	8
edad_rank	0.0128903961278351	0.0114356717065587	0.00820548049767193	9
progr_image_rad_rank	0.012202647427934	0.0115927515900354	0.00984657659720632	10
rf_033_009	0.0116667788373854	0.00754894998517527	0.00461796809403862	11
fini_sintomas	0.0108714500322099	0.0146098292684954	0.0122891382337226	12
canarito12	0.0102790671425549	0.0120379850318034	0.0128616136172811	13
canarito89	0.0100135082241971	0.0187504168664175	0.0148843599725212	14
paciente_id	0.0095254578935005	0.00702560854900638	0.00709869475612549	15
canarito53	0.0094346569208371	0.0127882626622309	0.0105717120830471	16
canarito54	0.00939379334516423	0.00847310876103294	0.00858713075337761	17
antic_monoclonales_rank	0.00869186386159145	0.0075726624045281	0.00728951988397832	18
canarito6	0.00853018511827474	0.00530821572474791	0.00736584993511946	19
temperatura	0.00843083971326529	0.00815778720468915	0.00854896572780704	20
rf_028_018	0.00824188663178743	0.00697454939477178	0.00473246317075032	21
canarito55	0.00817562392117122	0.00666464952224986	0.0081291504465308	22
canarito77	0.00814500298735111	0.00725442147997252	0.00664071444927868	23
saturacion	0.00811600760862215	0.00634485954517375	0.0053431035798794	24
rf_039_017	0.00790254697902306	0.010872442167986	0.00671704450041982	25
progr_imagerad_perc	0.00789256374288724	0.00399822371339049	0.00400732768490955	26
rf_026_008	0.00781611258612042	0.000244154508813766	0.000190825127852836	27
canarito94	0.00775617556389625	0.0077830654420771	0.00751851003740173	28
canarito37	0.00770954247814864	0.00775777418073219	0.0083581405999542	29
canarito32	0.00758675136647983	0.00574075885163613	0.00686970460270208	30
canarito81	0.00747019132732506	0.00941365174624244	0.00927410121364781	31
canarito10	0.00725624425039154	0.0044810216787815	0.00519044347759713	32
canarito91	0.00719743629151809	0.00828221782734839	0.0082436455232425	33
canarito97	0.00710896191936447	0.00526892341177507	0.0058010838867262	34
canarito82	0.00699271980908427	0.00300173610061239	0.00450347301732692	35
frecuencia_cardiaca	0.00698166516298861	0.00418929338390434	0.00530493855430883	36
canarito38	0.00677566689879826	0.0103382573641733	0.0102663918784826	37
canarito41	0.00666314116703204	0.00788196648761903	0.00908327608579498	38
canarito64	0.006578738886388	0.012923923915664	0.0102663918784826	39
canarito44	0.00651404500719614	0.00610672250961284	0.00709869475612549	40
canarito78	0.00639769157392501	0.0068497910879255	0.00782383024196626	41
durac_finis_finter	0.00634737462395649	0.00371701110197005	0.00370200748034501	42
canarito27	0.00632481233196684	0.00516546457708617	0.00564842378444394	43
canarito39	0.00614736707917587	0.00804488510751929	0.00767117013968399	44
enf_pulmonr_rank	0.00604708133073557	0.00472309092458685	0.00553392870773223	45
canarito29	0.00601918607335472	0.00383914793532003	0.00515227845202656	46
sexo_rank	0.00595604981183181	0.00371063615505861	0.00419815281276239	47
canarito79	0.00593714412368408	0.00378230962360496	0.00503778337531486	48
canarito70	0.005932361336779	0.00751579430334148	0.00877795588123044	49
mes_rank	0.00587381954583297	0.00526031425449747	0.00637355927028471	50
durac_fdiag_finis_rank	0.00584329675356959	0.00596477567768292	0.00664071444927868	51
canarito30	0.00581862108549875	0.00578618779574801	0.00606823906572017	52
canarito5	0.00574775501755683	0.0144060097041587	0.0105717120830471	53
antibioticos_rank	0.00571269504782901	0.00510651121289114	0.00561025875887337	54
sat_aire_ambiente_rank	0.00570729938534165	0.00938070459070949	0.00748034501183116	55
canarito75	0.00568781000375212	0.0109562101619811	0.00881612090680101	56
durac_finis_finter_rank	0.00557623965109917	0.0026293081273096	0.00282421189222197	57
neumonia_rank	0.00557619901005292	0.00705104875770903	0.00652621937256698	58
canarito73	0.00555239309795654	0.0044396738922718	0.00499961834974429	59
finternacion_rank	0.00550317162996927	0.00656863805544816	0.00633539424471414	60
canarito85	0.00549730347571379	0.00648084848279391	0.00633539424471414	61
plasma_conv_rank	0.00546846771693202	0.00720220053634752	0.00690786962827265	62
canarito90	0.00511404318572743	0.00648507858775384	0.00694603465384322	63
imc_rank	0.00509869758767632	0.00800773763649796	0.00660254942370811	64
canarito45	0.00507695149974913	0.00390817014089854	0.00614456911686131	65
canarito58	0.00507280251357638	0.00620961534434231	0.00637355927028471	66
canarito8	0.00506332442984575	0.00488127301851085	0.00614456911686131	67
canarito80	0.0050113973690589	0.00474516492300449	0.00538126860544997	68
temperatura_rank	0.00495807493435625	0.00214904226700023	0.0026715517899397	69
canarito100	0.00491825364746035	0.00713374433072843	0.00851080070223647	70
canarito96	0.0048334580222742	0.00654057637324921	0.00633539424471414	71
foto_mes_rank_rank	0.00482854018433008	0.00482205154907188	0.00519044347759713	72
ig_total_rank	0.00480845878391874	0.00535397235304682	0.00664071444927868	73
ldh_rank	0.00479881635153608	0.00271325485813405	0.00282421189222197	74
canarito40	0.00476224257051696	0.00397805624115197	0.0054575986565911	75
