Feature	Gain	Cover	Frequency	pos
ldh	0.0391750278018499	0.0208014165602907	0.0207918885965475	1
rf_030_005	0.0283650225208428	0.00614398876472589	0.00388243598793557	2
rf_033_005	0.0260875815127011	0.000415830675841027	0.000256689982673426	3
rf_037_007	0.0195319348565357	0.000311873006880771	0.00019251748700507	4
edad	0.01820381170115	0.0168089542205531	0.0128665853815055	5
edad_rank	0.0176762157985428	0.00158094115437674	0.00179682987871398	6
canarito7	0.0169710678338142	0.0165716671948373	0.0152730539690689	7
rf_045_009	0.014007032674397	0.000209776215400692	0.000160431239170891	8
saturacion_rank	0.0123820181970502	0.00930350725613968	0.00657768080600655	9
sat_aire_ambiente	0.0116441188252282	0.0082718015753384	0.00555092087531284	10
progr_imagerad_perc	0.0104655995280802	0.0117595889130529	0.00824616569338382	11
rf_027_010	0.0101362718588565	0.00942461517430915	0.00583969710582045	12
canarito88	0.00884861338565501	0.00809614982940532	0.00795738946287621	13
sat_aire_ambiente_rank	0.00851711958362943	0.0174852825966262	0.0132837066033498	14
canarito28	0.00842963619617357	0.00704236508877165	0.00798947571071039	15
paciente_id	0.00814192668450687	0.00702435984180127	0.00648142206250401	16
temperatura	0.00792632032456781	0.00660639167155734	0.00644933581466983	17
rf_033_012	0.00787514433792623	0.00255787668447761	0.00269524481807098	18
corticoides_rank	0.00777236853837796	0.00884950344496201	0.00872745941089649	19
frecuencia_cardiaca	0.00766841183812878	0.00949311558317411	0.00952961560675095	20
canarito16	0.00761714512924357	0.00506442835629245	0.00670602579734326	21
canarito17	0.00747534379242125	0.00950523643378824	0.00872745941089649	22
canarito48	0.00703154414092667	0.00683842297574125	0.00712314701918758	23
canarito54	0.00701700197322485	0.00588080033624547	0.00712314701918758	24
embarazo_rank	0.00700725219020457	0.00883680421350944	0.00818199319771546	25
durac_finis_finter	0.00696046666355862	0.00460006398400893	0.00452416094461914	26
uti_rank	0.00692242822363943	0.0090928006019989	0.00741192324969518	27
canarito52	0.00687564908379934	0.00394209291280788	0.00503754090996599	28
frecuencia_respiratoria	0.00686690864345669	0.0103301583913529	0.00798947571071039	29
temperatura_rank	0.0067627664195711	0.00857809194977864	0.00847076942822307	30
progr_image_rad	0.00660453201290612	0.000487323576870057	0.000481293717512674	31
canarito31	0.00658887371938011	0.00496902066494383	0.00632099082333312	32
ig_total_rank	0.00654262296178367	0.00822578257819344	0.00757235448886607	33
rf_039_012	0.00632165059782462	0.00110267049497782	0.000770069948020279	34
foto_mes_rank_rank	0.00631659287311426	0.00524493347186979	0.00574343836231791	35
sexo_rank	0.0063121602502185	0.00814287294235359	0.00677019829301162	36
canarito73	0.00610169939524618	0.00564328698759293	0.00616055958416223	37
canarito77	0.00608779067427382	0.0117072580206711	0.00911249438490663	38
canarito49	0.00606333446949964	0.00398537088771853	0.00612847333632805	39
canarito100	0.00600482138359596	0.00852865296158903	0.00795738946287621	40
canarito47	0.00599484250267101	0.00438918130091732	0.00529423089263942	41
canarito25	0.00596746991987779	0.00734460679734285	0.0070910607713534	42
canarito33	0.00594651060760463	0.00652544350116956	0.00644933581466983	43
metodo_diag_rank	0.00593643379162563	0.00393749101309339	0.00445998844895078	44
durac_finis_finter_rank	0.00592163531286262	0.00324127136557677	0.00349740101392543	45
canarito99	0.00588363284404633	0.0099133721297788	0.00757235448886607	46
canarito70	0.00586844023465305	0.00695088032832719	0.00686645703651415	47
canarito10	0.00584702817655276	0.00757306722852426	0.00776487197587114	48
fini_sintomas_rank	0.00577780473620557	0.00277308465036099	0.00362574600526214	49
canarito50	0.00574682732677437	0.00731699539905587	0.00673811204517744	50
canarito93	0.00571861973636934	0.00871753202582717	0.00936918436758006	51
antibioticos_rank	0.00566391406289094	0.00484416584482103	0.00526214464480524	52
canarito68	0.00565041246665589	0.00407650359026133	0.00532631714047359	53
canarito26	0.00561876955984128	0.00741177441558011	0.00683437078867997	54
rf_021_006	0.00558718588519217	0.00696516382033721	0.00429955720977989	55
canarito46	0.00557512426663014	0.00676509434422502	0.00773278572803696	56
canarito67	0.00556806676994408	0.00507317950984789	0.00680228454084579	57
finternacion	0.00554798506996725	0.00612490219705757	0.00497336841429763	58
canarito92	0.00552029186002542	0.00609814579653176	0.00612847333632805	59
canarito95	0.00551353921757849	0.00574289422676844	0.00648142206250401	60
vni_rank	0.00549718477056784	0.0124875692126974	0.00988256433292691	61
canarito94	0.00542754826560197	0.00621849930491197	0.00683437078867997	62
rf_003_012	0.00540354271572573	0.00221831683833094	0.00189308862221652	63
imc	0.00538831983658325	0.00525685314654013	0.0048771096707951	64
canarito42	0.00531385300465497	0.00614874154639824	0.00641724956683565	65
diabetes_rank	0.00529381798464569	0.0037021654528297	0.00410703972277482	66
fini_sintomas	0.00522823124124257	0.00398290648240694	0.0044279022011166	67
canarito23	0.0052123526304006	0.00978922142545931	0.00837451068472053	68
canarito96	0.00518780350312793	0.00855958376294875	0.007379837001861	69
canarito69	0.00509808034063735	0.00947631739186655	0.00808573445421293	70
canarito84	0.00507433340344544	0.00547965550430207	0.00532631714047359	71
canarito14	0.00499096920068212	0.00619516289543081	0.00667393954950908	72
arm_rank	0.00497547159887711	0.00645782323705874	0.00657768080600655	73
canarito101	0.00493889699577411	0.00566531575343937	0.0056150933709812	74
canarito4	0.00489572479514459	0.00557003379705562	0.00718731951485593	75
canarito37	0.00482736795157628	0.0109274246215114	0.00946544311108259	76
canarito74	0.00472588403029836	0.00351235594985146	0.00497336841429763	77
durac_fdiag_finis_rank	0.00468676503567969	0.00321335820337409	0.00462041968812167	78
antic_monoclonales_rank	0.00465746093321228	0.00480448388990586	0.00548674837964449	79
canarito32	0.00456311149334166	0.00781188822081152	0.00757235448886607	80
enf_hepatica_rank	0.00456022749052495	0.0026734522641925	0.00410703972277482	81
canarito60	0.00451571908581449	0.00669400379508359	0.00632099082333312	82
inotropicos_rank	0.00449797925695652	0.0027320950518111	0.00378617724443304	83
severidad_ins_rank	0.00449684880960586	0.00551116468650023	0.00702688827568504	84
canarito21	0.0044902259740125	0.00712995206530493	0.00689854328434833	85
canarito39	0.00448312506317772	0.00762497062202546	0.0063530770711673	86
canarito89	0.00448139515558588	0.003939930271412	0.00503754090996599	87
canarito76	0.00445222624986345	0.00673607471433142	0.00551883462747866	88
canarito83	0.00444127016564305	0.00433725276042314	0.00638516331900148	89
canarito62	0.00440693197541947	0.00883361054540156	0.00837451068472053	90
canarito29	0.00437667545199512	0.0065506407881309	0.00673811204517744	91
enf_coronaria_rank	0.00433867341981029	0.00455811879972598	0.00468459218379003	92
altura_rank	0.00422528930740797	0.00438259278875776	0.00523005839697106	93
saturacion	0.00414918068833377	0.00940955212551689	0.00696271578001668	94
heparina_rank	0.00414219882288424	0.0064358950591842	0.00632099082333312	95
enf_renal_rank	0.00412145501614149	0.00218079752481166	0.00349740101392543	96
canarito9	0.00408658334669547	0.00292313675744513	0.00343322851825708	97
canarito72	0.00407403903704634	0.00313032283256936	0.00423538471411153	98
canarito11	0.00406136321572422	0.00274959735892197	0.00468459218379003	99
peso_rank	0.00402789726840323	0.00216960711293761	0.00272733106590515	100
canarito1	0.00398590122863897	0.00318197475614081	0.00356157350959379	101
canarito82	0.00395432820280149	0.00287963245959771	0.00401078097927228	102
canarito43	0.00391807491226792	0.00418782932816338	0.00471667843162421	103
foto_mes_rank	0.00386974601235534	0.00344136598868194	0.00320862478341783	104
canarito8	0.00384077392757417	0.00916273438946345	0.00715523326702175	105
canarito3	0.00383641238175963	0.00526761605953359	0.00593595584932298	106
canarito22	0.00383636632593221	0.0039834597162524	0.00420329846627735	107
fdiag_covid	0.00380968841104551	0.00738763330232374	0.00606430084065969	108
canarito19	0.00380711676435193	0.00364533324870532	0.00465250593595585	109
canarito36	0.00380389034085621	0.00725895613926867	0.00628890457549894	110
canarito90	0.00375699244638598	0.00553321859933965	0.00571135211448373	111
canarito58	0.0037528445712995	0.00376772366351654	0.00410703972277482	112
canarito63	0.0037027106654353	0.00598998857974461	0.00628890457549894	113
frecuencia_respiratoria_rank	0.00368205053075051	0.00549670516553939	0.00574343836231791	114
canarito20	0.00364831380181762	0.00334970519928665	0.0044279022011166	115
canarito6	0.00358991418239287	0.00318602342200985	0.00513379965346852	116
neumonia_rank	0.00354108731742115	0.00603920124499745	0.00660976705384072	117
canarito59	0.00352315963793094	0.00282843318189982	0.00317653853558365	118
canarito57	0.0035033698339386	0.00516521750413781	0.00657768080600655	119
canarito44	0.00346811460751558	0.00331550528884012	0.00455624719245332	120
canarito15	0.00338634167399111	0.0069872428801696	0.00660976705384072	121
canarito61	0.00336410264971177	0.00313839501731446	0.00343322851825708	122
canarito12	0.00335432782097128	0.00326528674386827	0.00404286722710646	123
igm_rank	0.00334474598727547	0.0046809115664248	0.00494128216646345	124
canarito97	0.00333589024278723	0.00288451097623494	0.00426747096194571	125
frecuencia_cardiaca_rank	0.00329200757159983	0.00163231646102546	0.00227812359622666	126
mes	0.00326007743938406	0.000937404457143564	0.0010267599306937	127
canarito13	0.0032347766628836	0.00387784234575576	0.00455624719245332	128
rf_007_011	0.00321886527727153	0.00568598658166514	0.00407495347494064	129
enf_otras_rank	0.00319430920589975	0.00445164643146818	0.00433164345761407	130
canarito65	0.00317362699964357	0.00278082992419741	0.00381826349226721	131
